type_id,group_id,category_id,name
13922,510,7,Dread Guristas Heavy Missile Launcher
13923,508,7,Domination Torpedo Launcher
13924,508,7,Dread Guristas Torpedo Launcher
13925,509,7,Domination Light Missile Launcher
13926,509,7,Dread Guristas Light Missile Launcher
13927,506,7,Domination Cruise Missile Launcher
13929,506,7,Dread Guristas Cruise Missile Launcher
13931,507,7,Domination Rocket Launcher
13933,507,7,Dread Guristas Rocket Launcher
13935,367,7,Domination Ballistic Control System
13937,367,7,Dread Guristas Ballistic Control System
13939,59,7,Domination Gyrostabilizer
13941,205,7,Dark Blood Heat Sink
13943,205,7,True Sansha Heat Sink
13945,302,7,Shadow Serpentis Magnetic Field Stabilizer
13947,40,7,Dread Guristas Large Shield Booster
13948,40,7,Domination Large Shield Booster
13949,40,7,Dread Guristas Medium Shield Booster
13950,40,7,Domination Medium Shield Booster
13951,40,7,Dread Guristas Small Shield Booster
13952,40,7,Domination Small Shield Booster
13953,40,7,Dread Guristas X-Large Shield Booster
13954,40,7,Domination X-Large Shield Booster
13955,62,7,Domination Large Armor Repairer
13956,62,7,True Sansha Large Armor Repairer
13957,62,7,Dark Blood Large Armor Repairer
13958,62,7,Domination Medium Armor Repairer
13959,62,7,True Sansha Medium Armor Repairer
13960,62,7,Dark Blood Medium Armor Repairer
13962,62,7,Domination Small Armor Repairer
13963,62,7,True Sansha Small Armor Repairer
13964,62,7,Dark Blood Small Armor Repairer
13965,77,7,Dread Guristas EM Shield Hardener
13966,77,7,Dread Guristas Thermal Shield Hardener
13967,77,7,Dread Guristas Explosive Shield Hardener
13968,77,7,Dread Guristas Kinetic Shield Hardener
13969,77,7,Dread Guristas Multispectrum Shield Hardener
13970,328,7,True Sansha EM Armor Hardener
13972,328,7,Dark Blood EM Armor Hardener
13974,328,7,True Sansha Explosive Armor Hardener
13976,328,7,Dark Blood Explosive Armor Hardener
13978,328,7,True Sansha Kinetic Armor Hardener
13980,328,7,Dark Blood Kinetic Armor Hardener
13982,328,7,True Sansha Thermal Armor Hardener
13984,328,7,Dark Blood Thermal Armor Hardener
13986,328,7,Domination EM Armor Hardener
13988,328,7,Domination Explosive Armor Hardener
13990,328,7,Domination Kinetic Armor Hardener
13992,328,7,Domination Thermal Armor Hardener
13994,77,7,Domination EM Shield Hardener
13995,77,7,Domination Thermal Shield Hardener
13996,77,7,Domination Explosive Shield Hardener
13997,77,7,Domination Kinetic Shield Hardener
13998,77,7,Domination Multispectrum Shield Hardener
13999,98,7,Domination Multispectrum Coating
14001,98,7,True Sansha Multispectrum Coating
14003,98,7,Dark Blood Multispectrum Coating
14005,98,7,Domination Kinetic Coating
14007,98,7,True Sansha Kinetic Coating
14009,98,7,Dark Blood Kinetic Coating
14011,98,7,Domination Explosive Coating
14013,98,7,True Sansha Explosive Coating
14015,98,7,Dark Blood Explosive Coating
14017,98,7,Domination EM Coating
14019,98,7,True Sansha EM Coating
14021,98,7,Dark Blood EM Coating
14023,98,7,Domination Thermal Coating
14025,98,7,True Sansha Thermal Coating
14027,98,7,Dark Blood Thermal Coating
14029,295,7,Domination Explosive Shield Amplifier
14031,295,7,Dread Guristas Explosive Shield Amplifier
14033,295,7,Domination Thermal Shield Amplifier
14035,295,7,Dread Guristas Thermal Shield Amplifier
14037,295,7,Domination Kinetic Shield Amplifier
14039,295,7,Dread Guristas Kinetic Shield Amplifier
14041,295,7,Domination EM Shield Amplifier
14043,295,7,Dread Guristas EM Shield Amplifier
14045,338,7,Domination Shield Boost Amplifier
14047,338,7,Dread Guristas Shield Boost Amplifier
14049,98,7,Shadow Serpentis Multispectrum Coating
14051,98,7,Shadow Serpentis Kinetic Coating
14053,98,7,Shadow Serpentis Explosive Coating
14055,98,7,Shadow Serpentis EM Coating
14057,98,7,Shadow Serpentis Thermal Coating
14059,328,7,Shadow Serpentis EM Armor Hardener
14061,328,7,Shadow Serpentis Explosive Armor Hardener
14063,328,7,Shadow Serpentis Kinetic Armor Hardener
14065,328,7,Shadow Serpentis Thermal Armor Hardener
14067,62,7,Shadow Serpentis Large Armor Repairer
14068,62,7,Shadow Serpentis Medium Armor Repairer
14069,62,7,Shadow Serpentis Small Armor Repairer
14070,326,7,Dark Blood Multispectrum Energized Membrane
14072,326,7,True Sansha Multispectrum Energized Membrane
14074,326,7,Shadow Serpentis Multispectrum Energized Membrane
14076,326,7,Dark Blood Kinetic Energized Membrane
14078,326,7,True Sansha Kinetic Energized Membrane
14080,326,7,Shadow Serpentis Kinetic Energized Membrane
14082,326,7,Dark Blood Explosive Energized Membrane
14084,326,7,True Sansha Explosive Energized Membrane
14086,326,7,Shadow Serpentis Explosive Energized Membrane
14088,326,7,Dark Blood EM Energized Membrane
14090,326,7,True Sansha EM Energized Membrane
14092,326,7,Shadow Serpentis EM Energized Membrane
14094,326,7,Dark Blood Thermal Energized Membrane
14096,326,7,True Sansha Thermal Energized Membrane
14098,326,7,Shadow Serpentis Thermal Energized Membrane
14100,211,7,Domination Tracking Enhancer
14102,46,7,Domination 100MN Afterburner
14104,46,7,Shadow Serpentis 100MN Afterburner
14106,46,7,Domination 10MN Afterburner
14108,46,7,Shadow Serpentis 10MN Afterburner
14110,46,7,Domination 1MN Afterburner
14112,46,7,Shadow Serpentis 1MN Afterburner
14114,46,7,Domination 500MN Microwarpdrive
14116,46,7,Shadow Serpentis 500MN Microwarpdrive
14118,46,7,Domination 50MN Microwarpdrive
14120,46,7,Shadow Serpentis 50MN Microwarpdrive
14122,46,7,Domination 5MN Microwarpdrive
14124,46,7,Shadow Serpentis 5MN Microwarpdrive
14126,764,7,Domination Overdrive Injector
14127,763,7,Domination Nanofiber Structure
14128,769,7,Dark Blood Reactor Control Unit
14130,769,7,True Sansha Reactor Control Unit
14132,769,7,Shadow Serpentis Reactor Control Unit
14134,766,7,Dark Blood Power Diagnostic System
14136,766,7,True Sansha Power Diagnostic System
14138,766,7,Shadow Serpentis Power Diagnostic System
14140,43,7,True Sansha Cap Recharger
14142,43,7,Dark Blood Cap Recharger
14144,767,7,Dark Blood Capacitor Power Relay
14146,767,7,True Sansha Capacitor Power Relay
14148,68,7,Dark Blood Small Energy Nosferatu
14150,68,7,True Sansha Small Energy Nosferatu
14152,68,7,Dark Blood Heavy Energy Nosferatu
14154,68,7,True Sansha Heavy Energy Nosferatu
14156,68,7,Dark Blood Medium Energy Nosferatu
14158,68,7,True Sansha Medium Energy Nosferatu
14160,71,7,Dark Blood Small Energy Neutralizer
14162,71,7,True Sansha Small Energy Neutralizer
14164,71,7,Dark Blood Medium Energy Neutralizer
14166,71,7,True Sansha Medium Energy Neutralizer
14168,71,7,Dark Blood Heavy Energy Neutralizer
14170,71,7,True Sansha Heavy Energy Neutralizer
14172,76,7,Dark Blood Heavy Capacitor Booster
14174,76,7,True Sansha Heavy Capacitor Booster
14176,76,7,Dark Blood Medium Capacitor Booster
14178,76,7,True Sansha Medium Capacitor Booster
14180,76,7,Dark Blood Micro Capacitor Booster
14182,76,7,True Sansha Micro Capacitor Booster
14184,76,7,Dark Blood Small Capacitor Booster
14186,76,7,True Sansha Small Capacitor Booster
14188,72,7,Dark Blood Large EMP Smartbomb
14190,72,7,True Sansha Large EMP Smartbomb
14192,72,7,Dark Blood Medium EMP Smartbomb
14194,72,7,True Sansha Medium EMP Smartbomb
14196,72,7,Dark Blood Micro EMP Smartbomb
14198,72,7,True Sansha Micro EMP Smartbomb
14200,72,7,Dark Blood Small EMP Smartbomb
14202,72,7,True Sansha Small EMP Smartbomb
14204,72,7,Dread Guristas Large Graviton Smartbomb
14206,72,7,Shadow Serpentis Large Plasma Smartbomb
14208,72,7,Domination Large Proton Smartbomb
14210,72,7,Dread Guristas Medium Graviton Smartbomb
14212,72,7,Dread Guristas Micro Graviton Smartbomb
14214,72,7,Dread Guristas Small Graviton Smartbomb
14218,72,7,Shadow Serpentis Micro Plasma Smartbomb
14220,72,7,Shadow Serpentis Medium Plasma Smartbomb
14222,72,7,Domination Medium Proton Smartbomb
14224,72,7,Domination Micro Proton Smartbomb
14226,72,7,Domination Small Proton Smartbomb
14228,72,7,Shadow Serpentis Small Plasma Smartbomb
14230,285,7,Dread Guristas Co-Processor
14232,285,7,Shadow Serpentis Co-Processor
14234,330,7,Dread Guristas Cloaking Device
14236,212,7,Shadow Serpentis Sensor Booster
14238,213,7,Shadow Serpentis Tracking Computer
14240,209,7,Shadow Serpentis Remote Tracking Computer
14242,52,7,Dark Blood Warp Disruptor
14244,52,7,Domination Warp Disruptor
14246,52,7,Dread Guristas Warp Disruptor
14248,52,7,True Sansha Warp Disruptor
14250,52,7,Shadow Serpentis Warp Disruptor
14252,52,7,Dark Blood Warp Scrambler
14254,52,7,Domination Warp Scrambler
14256,52,7,Dread Guristas Warp Scrambler
14258,52,7,True Sansha Warp Scrambler
14260,52,7,Shadow Serpentis Warp Scrambler
14262,65,7,Dark Blood Stasis Webifier
14264,65,7,Domination Stasis Webifier
14266,65,7,Dread Guristas Stasis Webifier
14268,65,7,True Sansha Stasis Webifier
14270,65,7,Shadow Serpentis Stasis Webifier
14272,74,7,200mm Carbide Railgun I
14274,74,7,200mm 'Scout' Accelerator Cannon
14276,74,7,200mm Compressed Coil Gun I
14278,74,7,200mm Prototype Gauss Gun
14280,74,7,350mm Carbide Railgun I
14282,74,7,350mm 'Scout' Accelerator Cannon
14284,74,7,350mm Compressed Coil Gun I
14286,74,7,350mm Prototype Gauss Gun
14292,314,17,Kruul's DNA
14293,314,17,X-Rated Holoreel
14294,818,11,Kruul's Capsule
14295,745,20,Limited Ocular Filter - Beta
14296,745,20,Limited Neural Boost - Beta
14297,745,20,Limited Memory Augmentation - Beta
14298,745,20,Limited Cybernetic Subprocessor - Beta
14299,745,20,Limited Social Adaptation Chip - Beta
14343,404,23,Silo
14344,613,11,Renegade Guristas Pirate
14345,595,11,Renegade Angel Goon
14346,604,11,Renegade Blood Raider
14347,631,11,Renegade Serpentis Assassin
14348,622,11,Renegade Sanshas Slaver
14349,668,11,Sarum Maller
14350,816,11,Commander Karzo Sarum
14351,665,11,Imperial Navy Soldier
14352,665,11,Ammatar Navy Soldier
14353,677,11,Federation Navy Soldier
14354,683,11,Republic Fleet Soldier
14355,671,11,Caldari Navy Soldier
14356,667,11,Ammatar Navy Apocalypse
14358,314,17,Zemnar
14359,671,11,Caldari Navy Condor
14360,683,11,Republic Fleet Slasher
14361,677,11,Federation Navy Atron
14362,665,11,Imperial Navy Executioner
14363,665,11,Ammatar Navy Executioner
14364,665,11,Ammatar Navy Officer
14375,74,7,Tuvan's Modified Electron Blaster Cannon
14377,74,7,Cormack's Modified Electron Blaster Cannon
14379,74,7,Cormack's Modified Ion Blaster Cannon
14381,74,7,Tuvan's Modified Ion Blaster Cannon
14383,74,7,Tuvan's Modified Neutron Blaster Cannon
14385,74,7,Cormack's Modified Neutron Blaster Cannon
14387,74,7,Brynn's Modified 350mm Railgun
14389,74,7,Setele's Modified 350mm Railgun
14391,74,7,Kaikka's Modified 350mm Railgun
14393,74,7,Vepas' Modified 350mm Railgun
14395,74,7,Estamel's Modified 350mm Railgun
14397,74,7,Brynn's Modified 425mm Railgun
14399,74,7,Setele's Modified 425mm Railgun
14401,74,7,Kaikka's Modified 425mm Railgun
14403,74,7,Vepas' Modified 425mm Railgun
14405,74,7,Estamel's Modified 425mm Railgun
14407,74,7,Brynn's Modified Dual 250mm Railgun
14409,74,7,Setele's Modified Dual 250mm Railgun
14411,74,7,Kaikka's Modified Dual 250mm Railgun
14413,74,7,Vepas' Modified Dual 250mm Railgun
14415,74,7,Estamel's Modified Dual 250mm Railgun
14417,53,7,Selynne's Modified Dual Heavy Beam Laser
14419,53,7,Chelm's Modified Dual Heavy Beam Laser
14421,53,7,Raysere's Modified Dual Heavy Beam Laser
14423,53,7,Draclira's Modified Dual Heavy Beam Laser
14425,53,7,Tairei's Modified Dual Heavy Pulse Laser
14427,53,7,Ahremen's Modified Dual Heavy Pulse Laser
14429,53,7,Brokara's Modified Dual Heavy Pulse Laser
14431,53,7,Vizan's Modified Dual Heavy Pulse Laser
14433,53,7,Selynne's Modified Mega Beam Laser
14435,53,7,Chelm's Modified Mega Beam Laser
14437,53,7,Raysere's Modified Mega Beam Laser
14439,53,7,Draclira's Modified Mega Beam Laser
14441,53,7,Tairei's Modified Mega Pulse Laser
14443,53,7,Ahremen's Modified Mega Pulse Laser
14445,53,7,Brokara's Modified Mega Pulse Laser
14447,53,7,Vizan's Modified Mega Pulse Laser
14449,53,7,Selynne's Modified Tachyon Beam Laser
14451,53,7,Chelm's Modified Tachyon Beam Laser
14453,53,7,Raysere's Modified Tachyon Beam Laser
14455,53,7,Draclira's Modified Tachyon Beam Laser
14457,55,7,Mizuro's Modified 800mm Repeating Cannon
14459,55,7,Gotan's Modified 800mm Repeating Cannon
14461,55,7,Hakim's Modified 1200mm Artillery Cannon
14463,55,7,Tobias' Modified 1200mm Artillery Cannon
14465,55,7,Hakim's Modified 1400mm Howitzer Artillery
14467,55,7,Tobias' Modified 1400mm Howitzer Artillery
14469,55,7,Mizuro's Modified Dual 425mm AutoCannon
14471,55,7,Gotan's Modified Dual 425mm AutoCannon
14473,55,7,Mizuro's Modified Dual 650mm Repeating Cannon
14475,55,7,Gotan's Modified Dual 650mm Repeating Cannon
14477,226,2,Ruined Neon Sign
14478,671,11,Caldari Navy Griffin
14479,665,11,Imperial Navy Crucifer
14480,683,11,Republic Fleet Vigil
14481,677,11,Federation Navy Maulus
14482,665,11,Ammatar Navy Inquisitor
14483,314,17,Drezin's DNA
14484,46,7,Mizuro's Modified 100MN Afterburner
14486,46,7,Hakim's Modified 100MN Afterburner
14488,46,7,Gotan's Modified 100MN Afterburner
14490,46,7,Tobias' Modified 100MN Afterburner
14492,46,7,Mizuro's Modified 500MN Microwarpdrive
14494,46,7,Hakim's Modified 500MN Microwarpdrive
14496,46,7,Gotan's Modified 500MN Microwarpdrive
14498,46,7,Tobias' Modified 500MN Microwarpdrive
14500,46,7,Brynn's Modified 100MN Afterburner
14502,46,7,Tuvan's Modified 100MN Afterburner
14504,46,7,Setele's Modified 100MN Afterburner
14506,46,7,Cormack's Modified 100MN Afterburner
14508,46,7,Brynn's Modified 500MN Microwarpdrive
14510,46,7,Tuvan's Modified 500MN Microwarpdrive
14512,46,7,Setele's Modified 500MN Microwarpdrive
14514,46,7,Cormack's Modified 500MN Microwarpdrive
14516,506,7,Mizuro's Modified Cruise Missile Launcher
14518,506,7,Hakim's Modified Cruise Missile Launcher
14520,506,7,Gotan's Modified Cruise Missile Launcher
14522,506,7,Tobias' Modified Cruise Missile Launcher
14524,508,7,Mizuro's Modified Torpedo Launcher
14525,508,7,Hakim's Modified Torpedo Launcher
14526,508,7,Gotan's Modified Torpedo Launcher
14527,508,7,Tobias's Modified Torpedo Launcher
14528,367,7,Hakim's Modified Ballistic Control System
14530,367,7,Mizuro's Modified Ballistic Control System
14532,367,7,Gotan's Modified Ballistic Control System
14534,367,7,Tobias' Modified Ballistic Control System
14536,59,7,Mizuro's Modified Gyrostabilizer
14538,59,7,Hakim's Modified Gyrostabilizer
14540,59,7,Gotan's Modified Gyrostabilizer
14542,59,7,Tobias' Modified Gyrostabilizer
14544,72,7,Mizuro's Modified Large Proton Smartbomb
14546,72,7,Hakim's Modified Large Proton Smartbomb
14548,72,7,Gotan's Modified Large Proton Smartbomb
14550,72,7,Tobias' Modified Large Proton Smartbomb
14552,62,7,Mizuro's Modified Large Armor Repairer
14554,62,7,Gotan's Modified Large Armor Repairer
14556,98,7,Mizuro's Modified Multispectrum Coating
14560,98,7,Gotan's Modified Multispectrum Coating
14564,98,7,Mizuro's Modified Kinetic Coating
14568,98,7,Gotan's Modified Kinetic Coating
14572,98,7,Mizuro's Modified Explosive Coating
14576,98,7,Gotan's Modified Explosive Coating
14580,98,7,Mizuro's Modified EM Coating
14584,98,7,Gotan's Modified EM Coating
14588,98,7,Mizuro's Modified Thermal Coating
14592,98,7,Gotan's Modified Thermal Coating
14597,40,7,Hakim's Modified Large Shield Booster
14599,40,7,Tobias' Modified Large Shield Booster
14601,40,7,Hakim's Modified X-Large Shield Booster
14603,40,7,Tobias' Modified X-Large Shield Booster
14606,295,7,Hakim's Modified Explosive Shield Amplifier
14610,295,7,Tobias' Modified Explosive Shield Amplifier
14614,295,7,Hakim's Modified Thermal Shield Amplifier
14618,295,7,Tobias' Modified Thermal Shield Amplifier
14622,295,7,Hakim's Modified Kinetic Shield Amplifier
14626,295,7,Tobias' Modified Kinetic Shield Amplifier
14630,295,7,Hakim's Modified EM Shield Amplifier
14634,295,7,Tobias' Modified EM Shield Amplifier
14636,338,7,Hakim's Modified Shield Boost Amplifier
14638,338,7,Tobias' Modified Shield Boost Amplifier
14640,211,7,Mizuro's Modified Tracking Enhancer
14642,211,7,Hakim's Modified Tracking Enhancer
14644,211,7,Gotan's Modified Tracking Enhancer
14646,211,7,Tobias' Modified Tracking Enhancer
14648,65,7,Mizuro's Modified Stasis Webifier
14650,65,7,Hakim's Modified Stasis Webifier
14652,65,7,Gotan's Modified Stasis Webifier
14654,65,7,Tobias' Modified Stasis Webifier
14656,52,7,Mizuro's Modified Heavy Warp Disruptor
14658,52,7,Hakim's Modified Heavy Warp Disruptor
14660,52,7,Gotan's Modified Heavy Warp Disruptor
14662,52,7,Tobias' Modified Heavy Warp Disruptor
14664,52,7,Mizuro's Modified Heavy Warp Scrambler
14666,52,7,Hakim's Modified Heavy Warp Scrambler
14668,52,7,Gotan's Modified Heavy Warp Scrambler
14670,52,7,Tobias' Modified Heavy Warp Scrambler
14672,506,7,Kaikka's Modified Cruise Missile Launcher
14674,506,7,Thon's Modified Cruise Missile Launcher
14676,506,7,Vepas' Modified Cruise Missile Launcher
14678,506,7,Estamel's Modified Cruise Missile Launcher
14680,508,7,Kaikka's Modified Torpedo Launcher
14681,508,7,Thon's Modified Torpedo Launcher
14682,508,7,Vepas's Modified Torpedo Launcher
14683,508,7,Estamel's Modified Torpedo Launcher
14684,367,7,Kaikka's Modified Ballistic Control System
14686,367,7,Thon's Modified Ballistic Control System
14688,367,7,Vepas' Modified Ballistic Control System
14690,367,7,Estamel's Modified Ballistic Control System
14692,72,7,Kaikka's Modified Large Graviton Smartbomb
14694,72,7,Thon's Modified Large Graviton Smartbomb
14696,72,7,Vepas' Modified Large Graviton Smartbomb
14698,72,7,Estamel's Modified Large Graviton Smartbomb
14700,40,7,Kaikka's Modified Large Shield Booster
14701,40,7,Thon's Modified Large Shield Booster
14702,40,7,Vepas' Modified Large Shield Booster
14703,40,7,Estamel's Modified Large Shield Booster
14704,40,7,Kaikka's Modified X-Large Shield Booster
14705,40,7,Thon's Modified X-Large Shield Booster
14706,40,7,Vepas' Modified X-Large Shield Booster
14707,40,7,Estamel's Modified X-Large Shield Booster
14708,338,7,Kaikka's Modified Shield Boost Amplifier
14710,338,7,Thon's Modified Shield Boost Amplifier
14712,338,7,Vepas' Modified Shield Boost Amplifier
14714,338,7,Estamel's Modified Shield Boost Amplifier
14716,295,7,Kaikka's Modified Explosive Shield Amplifier
14718,295,7,Thon's Modified Explosive Shield Amplifier
14720,295,7,Vepas' Modified Explosive Shield Amplifier
14722,295,7,Estamel's Modified Explosive Shield Amplifier
14724,295,7,Kaikka's Modified Thermal Shield Amplifier
14726,295,7,Thon's Modified Thermal Shield Amplifier
14728,295,7,Vepas' Modified Thermal Shield Amplifier
14730,295,7,Estamel's Modified Thermal Shield Amplifier
14732,295,7,Kaikka's Modified Kinetic Shield Amplifier
14734,295,7,Thon's Modified Kinetic Shield Amplifier
14736,295,7,Vepas' Modified Kinetic Shield Amplifier
14738,295,7,Estamel's Modified Kinetic Shield Amplifier
14740,295,7,Kaikka's Modified EM Shield Amplifier
14742,295,7,Thon's Modified EM Shield Amplifier
14744,295,7,Vepas' Modified EM Shield Amplifier
14746,295,7,Estamel's Modified EM Shield Amplifier
14748,77,7,Kaikka's Modified Kinetic Shield Hardener
14749,77,7,Thon's Modified Kinetic Shield Hardener
14750,77,7,Vepas's Modified Kinetic Shield Hardener
14751,77,7,Estamel's Modified Kinetic Shield Hardener
14752,77,7,Kaikka's Modified EM Shield Hardener
14753,77,7,Thon's Modified EM Shield Hardener
14754,77,7,Vepas's Modified EM Shield Hardener
14755,77,7,Estamel's Modified EM Shield Hardener
14756,77,7,Kaikka's Modified Explosive Shield Hardener
14757,77,7,Thon's Modified Explosive Shield Hardener
14758,77,7,Vepas's Modified Explosive Shield Hardener
14759,77,7,Estamel's Modified Explosive Shield Hardener
14760,77,7,Kaikka's Modified Thermal Shield Hardener
14761,77,7,Thon's Modified Thermal Shield Hardener
14762,77,7,Vepas's Modified Thermal Shield Hardener
14763,77,7,Estamel's Modified Thermal Shield Hardener
14764,77,7,Kaikka's Modified Multispectrum Shield Hardener
14765,77,7,Thon's Modified Multispectrum Shield Hardener
14766,77,7,Vepas's Modified Multispectrum Shield Hardener
14767,77,7,Estamel's Modified Multispectrum Shield Hardener
14768,285,7,Kaikka's Modified Co-Processor
14770,285,7,Thon's Modified Co-Processor
14772,285,7,Vepas' Modified Co-Processor
14774,285,7,Estamel's Modified Co-Processor
14776,330,7,Kaikka's Modified Cloaking Device
14778,330,7,Thon's Modified Cloaking Device
14780,330,7,Vepas' Modified Cloaking Device
14782,330,7,Estamel's Modified Cloaking Device
14784,72,7,Brokara's Modified Large EMP Smartbomb
14786,72,7,Tairei's Modified Large EMP Smartbomb
14788,72,7,Selynne's Modified Large EMP Smartbomb
14790,72,7,Raysere's Modified Large EMP Smartbomb
14792,72,7,Vizan's Modified Large EMP Smartbomb
14794,72,7,Ahremen's Modified Large EMP Smartbomb
14796,72,7,Chelm's Modified Large EMP Smartbomb
14798,72,7,Draclira's Modified Large EMP Smartbomb
14800,205,7,Brokara's Modified Heat Sink
14802,205,7,Tairei's Modified Heat Sink
14804,205,7,Selynne's Modified Heat Sink
14806,205,7,Raysere's Modified Heat Sink
14808,205,7,Vizan's Modified Heat Sink
14810,205,7,Ahremen's Modified Heat Sink
14812,205,7,Chelm's Modified Heat Sink
14814,205,7,Draclira's Modified Heat Sink
14816,68,7,Brokara's Modified Heavy Energy Nosferatu
14818,68,7,Tairei's Modified Heavy Energy Nosferatu
14820,68,7,Selynne's Modified Heavy Energy Nosferatu
14822,68,7,Raysere's Modified Heavy Energy Nosferatu
14824,68,7,Vizan's Modified Heavy Energy Nosferatu
14826,68,7,Ahremen's Modified Heavy Energy Nosferatu
14828,68,7,Chelm's Modified Heavy Energy Nosferatu
14830,68,7,Draclira's Modified Heavy Energy Nosferatu
14832,71,7,Brokara's Modified Heavy Energy Neutralizer
14834,71,7,Tairei's Modified Heavy Energy Neutralizer
14836,71,7,Selynne's Modified Heavy Energy Neutralizer
14838,71,7,Raysere's Modified Heavy Energy Neutralizer
14840,71,7,Vizan's Modified Heavy Energy Neutralizer
14842,71,7,Ahremen's Modified Heavy Energy Neutralizer
14844,71,7,Chelm's Modified Heavy Energy Neutralizer
14846,71,7,Draclira's Modified Heavy Energy Neutralizer
14848,62,7,Brokara's Modified Large Armor Repairer
14849,62,7,Tairei's Modified Large Armor Repairer
14850,62,7,Selynne's Modified Large Armor Repairer
14851,62,7,Raysere's Modified Large Armor Repairer
14852,62,7,Vizan's Modified Large Armor Repairer
14853,62,7,Ahremen's Modified Large Armor Repairer
14854,62,7,Chelm's Modified Large Armor Repairer
14855,62,7,Draclira's Modified Large Armor Repairer
14856,98,7,Brokara's Modified Multispectrum Coating
14858,98,7,Tairei's Modified Multispectrum Coating
14860,98,7,Selynne's Modified Multispectrum Coating
14862,98,7,Raysere's Modified Multispectrum Coating
14864,98,7,Vizan's Modified Multispectrum Coating
14866,98,7,Ahremen's Modified Multispectrum Coating
14868,98,7,Chelm's Modified Multispectrum Coating
14870,98,7,Draclira's Modified Multispectrum Coating
14872,98,7,Brokara's Modified Kinetic Coating
14874,98,7,Tairei's Modified Kinetic Coating
14876,98,7,Selynne's Modified Kinetic Coating
14878,98,7,Raysere's Modified Kinetic Coating
14880,98,7,Vizan's Modified Kinetic Coating
14882,98,7,Ahremen's Modified Kinetic Coating
14884,98,7,Chelm's Modified Kinetic Coating
14886,98,7,Draclira's Modified Kinetic Coating
14888,98,7,Brokara's Modified Explosive Coating
14890,98,7,Tairei's Modified Explosive Coating
14892,98,7,Selynne's Modified Explosive Coating
14894,98,7,Raysere's Modified Explosive Coating
14896,98,7,Vizan's Modified Explosive Coating
14898,98,7,Ahremen's Modified Explosive Coating
14900,98,7,Chelm's Modified Explosive Coating
14902,98,7,Draclira's Modified Explosive Coating
14904,98,7,Brokara's Modified EM Coating
14906,98,7,Tairei's Modified EM Coating
14908,98,7,Selynne's Modified EM Coating
14910,98,7,Raysere's Modified EM Coating
14912,98,7,Vizan's Modified EM Coating
14914,98,7,Ahremen's Modified EM Coating
14916,98,7,Chelm's Modified EM Coating
14918,98,7,Draclira's Modified EM Coating
14920,98,7,Brokara's Modified Thermal Coating
14922,98,7,Tairei's Modified Thermal Coating
14924,98,7,Selynne's Modified Thermal Coating
14926,98,7,Raysere's Modified Thermal Coating
14928,98,7,Vizan's Modified Thermal Coating
14930,98,7,Ahremen's Modified Thermal Coating
14932,98,7,Chelm's Modified Thermal Coating
14934,98,7,Draclira's Modified Thermal Coating
14936,326,7,Brokara's Modified Multispectrum Energized Membrane
14938,326,7,Tairei's Modified Multispectrum Energized Membrane
14940,326,7,Selynne's Modified Multispectrum Energized Membrane
14942,326,7,Raysere's Modified Multispectrum Energized Membrane
14944,326,7,Vizan's Modified Multispectrum Energized Membrane
14946,326,7,Ahremen's Modified Multispectrum Energized Membrane
14948,326,7,Chelm's Modified Multispectrum Energized Membrane
14950,326,7,Draclira's Modified Multispectrum Energized Membrane
14952,326,7,Brokara's Modified Thermal Energized Membrane
14954,326,7,Tairei's Modified Thermal Energized Membrane
14956,326,7,Selynne's Modified Thermal Energized Membrane
14958,326,7,Raysere's Modified Thermal Energized Membrane
14960,326,7,Vizan's Modified Thermal Energized Membrane
14962,326,7,Ahremen's Modified Thermal Energized Membrane
14964,326,7,Chelm's Modified Thermal Energized Membrane
14966,326,7,Draclira's Modified Thermal Energized Membrane
14968,326,7,Brokara's Modified EM Energized Membrane
14970,326,7,Tairei's Modified EM Energized Membrane
14972,326,7,Selynne's Modified EM Energized Membrane
14974,326,7,Raysere's Modified EM Energized Membrane
14976,326,7,Vizan's Modified EM Energized Membrane
14978,326,7,Ahremen's Modified EM Energized Membrane
14980,326,7,Chelm's Modified EM Energized Membrane
14982,326,7,Draclira's Modified EM Energized Membrane
14984,326,7,Brokara's Modified Explosive Energized Membrane
14986,326,7,Tairei's Modified Explosive Energized Membrane
14988,326,7,Selynne's Modified Explosive Energized Membrane
14990,326,7,Raysere's Modified Explosive Energized Membrane
14992,326,7,Vizan's Modified Explosive Energized Membrane
14994,326,7,Ahremen's Modified Explosive Energized Membrane
14996,326,7,Chelm's Modified Explosive Energized Membrane
14998,326,7,Draclira's Modified Explosive Energized Membrane
15000,326,7,Brokara's Modified Kinetic Energized Membrane
15002,326,7,Tairei's Modified Kinetic Energized Membrane
15004,326,7,Selynne's Modified Kinetic Energized Membrane
15006,326,7,Raysere's Modified Kinetic Energized Membrane
15008,326,7,Vizan's Modified Kinetic Energized Membrane
15010,326,7,Ahremen's Modified Kinetic Energized Membrane
15012,326,7,Chelm's Modified Kinetic Energized Membrane
15014,326,7,Draclira's Modified Kinetic Energized Membrane
15016,328,7,Brokara's Modified EM Armor Hardener
15018,328,7,Tairei's Modified EM Armor Hardener
15020,328,7,Selynne's Modified EM Armor Hardener
15022,328,7,Raysere's Modified EM Armor Hardener
15024,328,7,Vizan's Modified EM Armor Hardener
15026,328,7,Ahremen's Modified EM Armor Hardener
